id,rodada,mandante,visitante,placar,vencedor,estadio,visitante_estado,ano
6059,32,Coritiba,Avai,4x0,Coritiba, Couto Pereira,SC,2017
6060,32,Corinthians,Palmeiras,3x2,Corinthians,Neo Química Arena,SP,2017
6061,32,Cruzeiro,Athletico-PR,1x0,Cruzeiro, Mineirão,PR,2017
6062,32,Gremio,Flamengo,3x1,Gremio,Arena do Grêmio,RJ,2017
6063,32,Bahia,Ponte Preta,2x0,Bahia,Itaipava Arena Fonte Nova,SP,2017
6064,32,Vasco,Vitoria,1x1,Empate, Maracanã,BA,2017
6065,32,Chapecoense,Sport,1x1,Empate,Arena Condá,PE,2017
6066,33,Ponte Preta,Gremio,0x1,Gremio, Moisés Lucarelli,RS,2017
6067,33,Avai,Bahia,1x2,Bahia,  Ressacada,BA,2017
6068,33,Sport,Botafogo-RJ,1x2,Botafogo-RJ,Adelmar da Costa Carvalho,RJ,2017
6069,33,Athletico-PR,Corinthians,0x1,Corinthians,Estádio Joaquim Américo Guimarães,SP,2017
6070,33,Santos,Vasco,1x2,Vasco,Estádio Urbano Caldeira,RJ,2017
6071,33,Flamengo,Cruzeiro,2x0,Flamengo,Luso-Brasileiro,MG,2017
6072,33,Vitoria,Palmeiras,3x1,Vitoria, Barradão,SP,2017
6073,33,Sao Paulo,Chapecoense,2x2,Empate,Estádio Municipal Paulo Machado de Carvalho,SC,2017
6074,33,Atletico-MG,Atletico-GO,3x2,Atletico-MG,Estádio Raimundo Sampaio,GO,2017
6075,33,Fluminense,Coritiba,2x2,Empate, Maracanã,PR,2017
6076,34,Botafogo-RJ,Athletico-PR,0x1,Athletico-PR,Estádio Nilton Santos,PR,2017
6077,34,Corinthians,Avai,1x0,Corinthians,Neo Química Arena,SC,2017
6078,34,Vasco,Sao Paulo,1x1,Empate,Estádio Vasco da Gama,SP,2017
6079,34,Palmeiras,Flamengo,2x0,Palmeiras,Allianz Parque,RJ,2017
6080,34,Atletico-GO,Sport,2x0,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,PE,2017
6081,34,Gremio,Vitoria,1x1,Empate, Alfredo Jaconi,BA,2017
6082,34,Bahia,Atletico-MG,2x2,Empate,Itaipava Arena Fonte Nova,MG,2017
6083,34,Cruzeiro,Fluminense,3x1,Cruzeiro, Mineirão,RJ,2017
6084,34,Coritiba,Ponte Preta,1x1,Empate, Couto Pereira,SP,2017
6085,34,Chapecoense,Santos,2x0,Chapecoense,Arena Condá,SP,2017
6086,35,Ponte Preta,Athletico-PR,2x1,Ponte Preta, Moisés Lucarelli,PR,2017
6087,35,Cruzeiro,Avai,2x2,Empate, Mineirão,SC,2017
6088,35,Gremio,Sao Paulo,1x0,Gremio,Arena do Grêmio,SP,2017
6089,35,Vasco,Atletico-MG,1x1,Empate,Estádio Vasco da Gama,MG,2017
6090,35,Corinthians,Fluminense,3x1,Corinthians,Neo Química Arena,RJ,2017
6091,35,Botafogo-RJ,Atletico-GO,1x2,Atletico-GO,Estádio Nilton Santos,GO,2017
6092,35,Chapecoense,Vitoria,2x1,Chapecoense,Arena Condá,BA,2017
6093,35,Palmeiras,Sport,5x1,Palmeiras,Allianz Parque,PE,2017
6094,35,Coritiba,Flamengo,1x0,Coritiba, Couto Pereira,RJ,2017
6095,35,Bahia,Santos,3x1,Bahia,Itaipava Arena Fonte Nova,SP,2017
6096,36,Sport,Bahia,1x0,Sport,Adelmar da Costa Carvalho,BA,2017
6097,36,Flamengo,Corinthians,3x0,Flamengo,Luso-Brasileiro,SP,2017
6098,36,Vitoria,Cruzeiro,1x1,Empate, Barradão,MG,2017
6099,36,Atletico-GO,Chapecoense,1x1,Empate,Estádio Olímpico Pedro Ludovico Teixeira,SC,2017
6100,36,Sao Paulo,Botafogo-RJ,0x0,Empate,Estádio Municipal Paulo Machado de Carvalho,RJ,2017
6101,36,Athletico-PR,Vasco,3x1,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2017
6102,36,Atletico-MG,Coritiba,3x0,Atletico-MG,Estádio Raimundo Sampaio,PR,2017
6103,36,Santos,Gremio,1x0,Santos,Estádio Urbano Caldeira,RS,2017
6104,36,Fluminense,Ponte Preta,2x0,Fluminense, Maracanã,SP,2017
6105,36,Avai,Palmeiras,2x1,Avai,  Ressacada,SP,2017
6106,37,Fluminense,Sport,1x2,Sport, Maracanã,PE,2017
6107,37,Avai,Athletico-PR,1x0,Avai,  Ressacada,PR,2017
6108,37,Corinthians,Atletico-MG,2x2,Empate,Neo Química Arena,MG,2017
6109,37,Ponte Preta,Vitoria,2x3,Vitoria, Moisés Lucarelli,BA,2017
6110,37,Coritiba,Sao Paulo,1x2,Sao Paulo, Couto Pereira,SP,2017
6111,37,Cruzeiro,Vasco,0x1,Vasco, Mineirão,RJ,2017
6112,37,Gremio,Atletico-GO,1x1,Empate,Arena do Grêmio,GO,2017
6113,37,Flamengo,Santos,1x2,Santos,Luso-Brasileiro,SP,2017
6114,37,Bahia,Chapecoense,0x1,Chapecoense,Itaipava Arena Fonte Nova,SC,2017
6115,37,Palmeiras,Botafogo-RJ,2x0,Palmeiras,Allianz Parque,RJ,2017
6116,38,Atletico-MG,Gremio,4x3,Atletico-MG,Estádio Raimundo Sampaio,RS,2017
6117,38,Botafogo-RJ,Cruzeiro,2x2,Empate,Estádio Nilton Santos,MG,2017
6118,38,Santos,Avai,1x1,Empate,Estádio Urbano Caldeira,SC,2017
6119,38,Sport,Corinthians,1x0,Sport,Adelmar da Costa Carvalho,SP,2017
6120,38,Vitoria,Flamengo,1x2,Flamengo, Barradão,RJ,2017
6121,38,Atletico-GO,Fluminense,1x1,Empate,Estádio Olímpico Pedro Ludovico Teixeira,RJ,2017
6122,38,Sao Paulo,Bahia,1x1,Empate, Morumbi,BA,2017
6123,38,Chapecoense,Coritiba,2x1,Chapecoense,Arena Condá,PR,2017
6124,38,Vasco,Ponte Preta,2x1,Vasco,Estádio Vasco da Gama,SP,2017
6125,38,Athletico-PR,Palmeiras,3x0,Athletico-PR,Estádio Joaquim Américo Guimarães,SP,2017
6126,1,Cruzeiro,Gremio,0x1,Gremio, Mineirão,RS,2018
6127,1,Vitoria,Flamengo,2x2,Empate, Barradão,RJ,2018
6128,1,Santos,Ceara,2x0,Santos,Estádio Municipal Paulo Machado de Carvalho,CE,2018
6129,1,America-MG,Sport,3x0,America-MG,Estádio Raimundo Sampaio,PE,2018
6130,1,Vasco,Atletico-MG,2x1,Vasco,Estádio Vasco da Gama,MG,2018
6131,1,Internacional,Bahia,2x0,Internacional,Estádio José Pinheiro Borda,BA,2018
6132,1,Corinthians,Fluminense,2x1,Corinthians,Neo Química Arena,RJ,2018
6133,1,Athletico-PR,Chapecoense,5x1,Athletico-PR,Estádio Joaquim Américo Guimarães,SC,2018
6134,1,Sao Paulo,Parana,1x0,Sao Paulo, Morumbi,PR,2018
6135,1,Botafogo-RJ,Palmeiras,1x1,Empate,Estádio Nilton Santos,SP,2018
6136,2,Bahia,Santos,1x0,Bahia,Itaipava Arena Fonte Nova,SP,2018
6137,2,Flamengo,America-MG,2x0,Flamengo, Maracanã,MG,2018
6138,2,Parana,Corinthians,0x4,Corinthians,Vila Capanema,SP,2018
6139,2,Ceara,Sao Paulo,0x0,Empate,Arena Castelão,SP,2018
6140,2,Atletico-MG,Vitoria,2x1,Atletico-MG,Estádio Raimundo Sampaio,BA,2018
6141,2,Fluminense,Cruzeiro,1x0,Fluminense, Maracanã,MG,2018
6142,2,Chapecoense,Vasco,1x1,Empate,Arena Condá,RJ,2018
6143,2,Palmeiras,Internacional,1x0,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,RS,2018
6144,2,Gremio,Athletico-PR,0x0,Empate,Arena do Grêmio,PR,2018
6145,2,Sport,Botafogo-RJ,1x1,Empate,Adelmar da Costa Carvalho,RJ,2018
6146,3,Botafogo-RJ,Gremio,2x1,Botafogo-RJ,Estádio Nilton Santos,RS,2018
6147,3,Bahia,Athletico-PR,0x0,Empate,Itaipava Arena Fonte Nova,PR,2018
6148,3,Ceara,Flamengo,0x3,Flamengo,Arena Castelão,RJ,2018
6149,3,Palmeiras,Chapecoense,0x0,Empate,Allianz Parque,SC,2018
6150,3,Parana,Sport,1x2,Sport,Vila Capanema,PE,2018
6151,3,Atletico-MG,Corinthians,1x0,Atletico-MG,Estádio Raimundo Sampaio,SP,2018
6152,3,Fluminense,Sao Paulo,1x1,Empate, Maracanã,SP,2018
6153,3,Internacional,Cruzeiro,0x0,Empate,Estádio José Pinheiro Borda,MG,2018
6154,3,America-MG,Vitoria,2x1,America-MG,Estádio Raimundo Sampaio,BA,2018
6156,4,Vasco,America-MG,4x1,Vasco,Estádio Vasco da Gama,MG,2018
6157,4,Sao Paulo,Atletico-MG,2x2,Empate, Morumbi,MG,2018
6158,4,Corinthians,Ceara,1x1,Empate,Neo Química Arena,CE,2018
6159,4,Flamengo,Internacional,2x0,Flamengo, Maracanã,RS,2018
6160,4,Cruzeiro,Botafogo-RJ,1x0,Cruzeiro, Mineirão,RJ,2018
6161,4,Athletico-PR,Palmeiras,1x3,Palmeiras,Estádio Joaquim Américo Guimarães,SP,2018
6162,4,Vitoria,Fluminense,1x2,Fluminense, Barradão,RJ,2018
6163,4,Gremio,Santos,5x1,Gremio,Arena do Grêmio,SP,2018
6164,4,Sport,Bahia,2x0,Sport,Adelmar da Costa Carvalho,BA,2018
6165,4,Chapecoense,Parana,1x1,Empate,Arena Condá,PR,2018
6166,5,Gremio,Internacional,0x0,Empate,Arena do Grêmio,RS,2018
6167,5,Cruzeiro,Sport,2x0,Cruzeiro, Mineirão,PE,2018
6168,5,Athletico-PR,Atletico-MG,1x2,Atletico-MG,Estádio Joaquim Américo Guimarães,MG,2018
6169,5,Vasco,Vitoria,2x3,Vitoria,Estádio Vasco da Gama,BA,2018
6170,5,Corinthians,Palmeiras,1x0,Corinthians,Neo Química Arena,SP,2018
6171,5,Bahia,Sao Paulo,2x2,Empate,Itaipava Arena Fonte Nova,SP,2018
6172,5,Chapecoense,Flamengo,3x2,Chapecoense,Arena Condá,RJ,2018
6173,5,Santos,Parana,3x1,Santos,Estádio Urbano Caldeira,PR,2018
6174,5,Botafogo-RJ,Fluminense,2x1,Botafogo-RJ,Estádio Nilton Santos,RJ,2018
6175,5,Ceara,America-MG,2x2,Empate,Arena Castelão,MG,2018
6176,6,Atletico-MG,Cruzeiro,1x0,Atletico-MG,Estádio Raimundo Sampaio,MG,2018
6177,6,Flamengo,Vasco,1x1,Empate, Maracanã,RJ,2018
6178,6,Palmeiras,Bahia,3x0,Palmeiras,Allianz Parque,BA,2018
6179,6,Vitoria,Ceara,2x1,Vitoria, Barradão,CE,2018
6180,6,Sao Paulo,Santos,1x0,Sao Paulo, Morumbi,SP,2018
6181,6,America-MG,Botafogo-RJ,1x0,America-MG,Estádio Raimundo Sampaio,RJ,2018
6182,6,Parana,Gremio,0x0,Empate,Vila Capanema,RS,2018
6183,6,Sport,Corinthians,1x1,Empate,Arena de Pernambuco,SP,2018
6184,6,Fluminense,Athletico-PR,2x0,Fluminense, Maracanã,PR,2018
6185,6,Internacional,Chapecoense,3x0,Internacional,Estádio José Pinheiro Borda,SC,2018
6186,7,Fluminense,Chapecoense,3x1,Fluminense, Maracanã,SC,2018
6187,7,Palmeiras,Sport,2x3,Sport,Allianz Parque,PE,2018
6188,7,Atletico-MG,Flamengo,0x1,Flamengo,Estádio Raimundo Sampaio,RJ,2018
6189,7,Parana,Athletico-PR,0x0,Empate,Vila Capanema,PR,2018
6190,7,Internacional,Corinthians,2x1,Internacional,Estádio José Pinheiro Borda,SP,2018
6191,7,Bahia,Vasco,3x0,Bahia,Itaipava Arena Fonte Nova,RJ,2018
6192,7,Santos,Cruzeiro,0x1,Cruzeiro,Estádio Municipal Paulo Machado de Carvalho,MG,2018
6193,7,Botafogo-RJ,Vitoria,1x1,Empate,Estádio Nilton Santos,BA,2018
6194,7,Ceara,Gremio,0x1,Gremio,Arena Castelão,RS,2018
6195,7,America-MG,Sao Paulo,1x3,Sao Paulo,Estádio Raimundo Sampaio,SP,2018
6196,8,Vasco,Parana,1x0,Vasco,Estádio Vasco da Gama,PR,2018
6197,8,Vitoria,Internacional,2x3,Internacional, Barradão,RS,2018
6198,8,Sport,Atletico-MG,3x2,Sport,Adelmar da Costa Carvalho,MG,2018
6199,8,Chapecoense,Ceara,2x0,Chapecoense,Arena Condá,CE,2018
6200,8,Sao Paulo,Botafogo-RJ,3x2,Sao Paulo, Morumbi,RJ,2018
6201,8,Gremio,Fluminense,0x0,Empate,Arena do Grêmio,RJ,2018
6202,8,Cruzeiro,Palmeiras,1x0,Cruzeiro, Mineirão,SP,2018
6203,8,Flamengo,Bahia,2x0,Flamengo, Maracanã,BA,2018
6204,8,Corinthians,America-MG,1x0,Corinthians,Neo Química Arena,MG,2018
6205,8,Athletico-PR,Santos,2x0,Athletico-PR,Estádio Joaquim Américo Guimarães,SP,2018
6206,9,Internacional,Sport,0x0,Empate,Estádio José Pinheiro Borda,PE,2018
6207,9,Atletico-MG,Chapecoense,3x3,Empate,Estádio Raimundo Sampaio,SC,2018
6208,9,Vasco,Botafogo-RJ,1x2,Botafogo-RJ,Estádio Vasco da Gama,RJ,2018
6209,9,Palmeiras,Sao Paulo,3x1,Palmeiras,Allianz Parque,SP,2018
6210,9,Flamengo,Corinthians,1x0,Flamengo, Maracanã,SP,2018
6211,9,Bahia,Gremio,0x2,Gremio,Itaipava Arena Fonte Nova,RS,2018
6212,9,America-MG,Athletico-PR,3x1,America-MG,Estádio Raimundo Sampaio,PR,2018
6213,9,Santos,Vitoria,5x2,Santos,Estádio Urbano Caldeira,BA,2018
6214,9,Ceara,Cruzeiro,0x1,Cruzeiro,Arena Castelão,MG,2018
6215,9,Parana,Fluminense,2x1,Parana,Vila Capanema,RJ,2018
6216,10,Sao Paulo,Internacional,0x0,Empate, Morumbi,RS,2018
6217,10,Vitoria,Chapecoense,1x0,Vitoria, Barradão,SC,2018
6218,10,Botafogo-RJ,Ceara,0x0,Empate,Estádio Nilton Santos,CE,2018
6219,10,Corinthians,Santos,1x1,Empate,Neo Química Arena,SP,2018
6220,10,Sport,Athletico-PR,1x0,Sport,Adelmar da Costa Carvalho,PR,2018
6221,10,Gremio,Palmeiras,0x2,Palmeiras,Arena do Grêmio,SP,2018
6222,10,Cruzeiro,Vasco,1x1,Empate, Mineirão,RJ,2018
6223,10,Parana,Bahia,1x0,Parana,Vila Capanema,BA,2018
6224,10,Fluminense,Flamengo,0x2,Flamengo,Estádio Nacional de Brasília,RJ,2018
6225,10,America-MG,Atletico-MG,1x3,Atletico-MG,Estádio Raimundo Sampaio,MG,2018
6226,11,Athletico-PR,Sao Paulo,0x1,Sao Paulo,Estádio Joaquim Américo Guimarães,SP,2018
6227,11,Chapecoense,Cruzeiro,2x0,Chapecoense,Arena Condá,MG,2018
6228,11,Vasco,Sport,3x2,Vasco,Estádio Vasco da Gama,PE,2018
6229,11,Corinthians,Vitoria,0x0,Empate,Neo Química Arena,BA,2018
6230,11,Atletico-MG,Fluminense,5x2,Atletico-MG,Estádio Raimundo Sampaio,RJ,2018
6231,11,Bahia,Botafogo-RJ,3x3,Empate,Itaipava Arena Fonte Nova,RJ,2018
6232,11,Gremio,America-MG,1x0,Gremio,Arena do Grêmio,MG,2018
6233,11,Ceara,Palmeiras,2x2,Empate,Arena Castelão,SP,2018
6234,11,Flamengo,Parana,2x0,Flamengo, Maracanã,PR,2018
6235,11,Santos,Internacional,1x2,Internacional,Estádio Urbano Caldeira,RS,2018
6236,12,Sao Paulo,Vitoria,3x0,Sao Paulo, Morumbi,BA,2018
6237,12,America-MG,Chapecoense,0x0,Empate,Estádio Raimundo Sampaio,SC,2018
6238,12,Fluminense,Santos,0x1,Santos, Maracanã,SP,2018
6239,12,Sport,Gremio,0x0,Empate,Adelmar da Costa Carvalho,RS,2018
6240,12,Parana,Cruzeiro,1x1,Empate,Vila Capanema,MG,2018
6241,12,Palmeiras,Flamengo,1x1,Empate,Allianz Parque,RJ,2018
6242,12,Botafogo-RJ,Athletico-PR,2x0,Botafogo-RJ,Estádio Nilton Santos,PR,2018
6243,12,Bahia,Corinthians,1x0,Bahia,Itaipava Arena Fonte Nova,SP,2018
6244,12,Internacional,Vasco,3x1,Internacional,Estádio José Pinheiro Borda,RJ,2018
6245,12,Atletico-MG,Ceara,2x1,Atletico-MG,Estádio Raimundo Sampaio,CE,2018
6246,13,Ceara,Sport,1x0,Ceara,Estádio Presidente Vargas,PE,2018
6247,13,Vitoria,Parana,1x0,Vitoria, Barradão,PR,2018
6248,13,Corinthians,Botafogo-RJ,2x0,Corinthians,Neo Química Arena,RJ,2018
6249,13,Gremio,Atletico-MG,2x0,Gremio,Arena do Grêmio,MG,2018
6250,13,Flamengo,Sao Paulo,0x1,Sao Paulo, Maracanã,SP,2018
6251,13,Chapecoense,Bahia,1x1,Empate,Arena Condá,BA,2018
6252,13,Cruzeiro,America-MG,3x1,Cruzeiro, Mineirão,MG,2018
6253,13,Vasco,Fluminense,1x1,Empate,Estádio Vasco da Gama,RJ,2018
6254,13,Santos,Palmeiras,1x1,Empate,Estádio Municipal Paulo Machado de Carvalho,SP,2018
6255,13,Athletico-PR,Internacional,2x2,Empate,Estádio Joaquim Américo Guimarães,RS,2018
6256,14,Flamengo,Botafogo-RJ,2x0,Flamengo, Maracanã,RJ,2018
6257,14,Sao Paulo,Corinthians,3x1,Sao Paulo, Morumbi,SP,2018
6258,14,Vasco,Gremio,1x0,Vasco,Estádio Vasco da Gama,RS,2018
6259,14,Palmeiras,Atletico-MG,3x2,Palmeiras,Allianz Parque,MG,2018
6260,14,Parana,America-MG,1x0,Parana,Vila Capanema,MG,2018
6261,14,Bahia,Vitoria,4x1,Bahia,Itaipava Arena Fonte Nova,BA,2018
6262,14,Sport,Fluminense,1x2,Fluminense,Adelmar da Costa Carvalho,RJ,2018
6263,14,Cruzeiro,Athletico-PR,2x1,Cruzeiro, Mineirão,PR,2018
6264,14,Chapecoense,Santos,0x0,Empate,Arena Condá,SP,2018
6265,14,Internacional,Ceara,1x0,Internacional,Estádio José Pinheiro Borda,CE,2018
6266,15,Fluminense,Palmeiras,1x0,Fluminense, Maracanã,SP,2018
6267,15,Atletico-MG,Parana,2x0,Atletico-MG,Estádio Raimundo Sampaio,PR,2018
6268,15,Corinthians,Cruzeiro,2x0,Corinthians,Neo Química Arena,MG,2018
6269,15,Santos,Flamengo,1x1,Empate,Estádio Urbano Caldeira,RJ,2018
6270,15,Botafogo-RJ,Chapecoense,1x0,Botafogo-RJ,Estádio Nilton Santos,SC,2018
6271,15,Vitoria,Sport,1x0,Vitoria, Barradão,PE,2018
6272,15,Gremio,Sao Paulo,2x1,Gremio,Arena do Grêmio,SP,2018
6273,15,America-MG,Internacional,2x1,America-MG,Estádio Raimundo Sampaio,RS,2018
6276,16,Ceara,Fluminense,1x0,Ceara,Estádio Presidente Vargas,RJ,2018
6277,16,Palmeiras,Parana,3x0,Palmeiras,Allianz Parque,PR,2018
6278,16,Vasco,Corinthians,1x4,Corinthians,Estádio Nacional de Brasília,SP,2018
6279,16,Flamengo,Sport,4x1,Flamengo, Maracanã,PE,2018
6280,16,Athletico-PR,Vitoria,4x0,Athletico-PR,Estádio Joaquim Américo Guimarães,BA,2018
6281,16,Internacional,Botafogo-RJ,3x0,Internacional,Estádio José Pinheiro Borda,RJ,2018
6282,16,Cruzeiro,Sao Paulo,0x2,Sao Paulo, Mineirão,SP,2018
6283,16,Santos,America-MG,0x1,America-MG,Estádio Urbano Caldeira,MG,2018
6284,16,Chapecoense,Gremio,1x1,Empate,Arena Condá,RS,2018
6285,16,Bahia,Atletico-MG,2x2,Empate,Itaipava Arena Fonte Nova,MG,2018
6286,17,Botafogo-RJ,Santos,0x0,Empate,Estádio Nilton Santos,SP,2018
6287,17,Gremio,Flamengo,2x0,Gremio,Arena do Grêmio,RJ,2018
6288,17,Corinthians,Athletico-PR,0x0,Empate,Neo Química Arena,PR,2018
6289,17,Vitoria,Cruzeiro,1x1,Empate, Barradão,MG,2018
6290,17,Parana,Ceara,0x1,Ceara,Vila Capanema,CE,2018
6291,17,America-MG,Palmeiras,0x0,Empate,Estádio Raimundo Sampaio,SP,2018
6292,17,Sao Paulo,Vasco,2x1,Sao Paulo, Morumbi,RJ,2018
6293,17,Fluminense,Bahia,1x1,Empate, Maracanã,BA,2018
6294,17,Sport,Chapecoense,1x1,Empate,Adelmar da Costa Carvalho,SC,2018
6295,17,Atletico-MG,Internacional,0x1,Internacional,Estádio Raimundo Sampaio,RS,2018
6296,20,Ceara,Santos,1x1,Empate,Estádio Presidente Vargas,SP,2018
6306,18,Ceara,Athletico-PR,0x0,Empate,Estádio Presidente Vargas,PR,2018
6307,18,Bahia,America-MG,1x0,Bahia,Itaipava Arena Fonte Nova,MG,2018
6308,18,Parana,Botafogo-RJ,1x1,Empate,Vila Capanema,RJ,2018
6309,18,Atletico-MG,Santos,3x1,Atletico-MG,Estádio Raimundo Sampaio,SP,2018
6310,18,Sport,Sao Paulo,1x3,Sao Paulo,Adelmar da Costa Carvalho,SP,2018
6311,18,Flamengo,Cruzeiro,1x0,Flamengo, Maracanã,MG,2018
6312,18,Chapecoense,Corinthians,2x1,Chapecoense,Arena Condá,SP,2018
6313,18,Gremio,Vitoria,4x0,Gremio,Arena do Grêmio,BA,2018
6314,18,Palmeiras,Vasco,1x0,Palmeiras,Allianz Parque,RJ,2018
6315,18,Fluminense,Internacional,0x3,Internacional, Maracanã,RS,2018
6316,19,Santos,Sport,3x0,Santos,Estádio Urbano Caldeira,PE,2018
6317,19,Corinthians,Gremio,0x1,Gremio,Neo Química Arena,RS,2018
6318,19,Athletico-PR,Flamengo,3x0,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2018
6319,19,Internacional,Parana,1x0,Internacional,Estádio José Pinheiro Borda,PR,2018
6320,19,Vitoria,Palmeiras,0x3,Palmeiras, Barradão,SP,2018
6321,19,Botafogo-RJ,Atletico-MG,0x3,Atletico-MG,Estádio Nilton Santos,MG,2018
6322,19,Cruzeiro,Bahia,1x1,Empate, Mineirão,BA,2018
6323,19,America-MG,Fluminense,0x0,Empate,Estádio Raimundo Sampaio,RJ,2018
6324,19,Sao Paulo,Chapecoense,2x0,Sao Paulo, Morumbi,SC,2018
6325,19,Vasco,Ceara,1x1,Empate,Estádio Vasco da Gama,CE,2018
6297,20,Bahia,Internacional,0x1,Internacional,Itaipava Arena Fonte Nova,RS,2018
6298,20,Parana,Sao Paulo,1x1,Empate,Vila Capanema,SP,2018
6299,20,Palmeiras,Botafogo-RJ,2x0,Palmeiras,Allianz Parque,RJ,2018
6300,20,Sport,America-MG,0x2,America-MG,Adelmar da Costa Carvalho,MG,2018
6301,20,Fluminense,Corinthians,1x0,Fluminense, Maracanã,SP,2018
6302,20,Gremio,Cruzeiro,1x1,Empate,Arena do Grêmio,MG,2018
6303,20,Flamengo,Vitoria,1x0,Flamengo, Maracanã,BA,2018
6304,20,Atletico-MG,Vasco,0x0,Empate,Estádio Raimundo Sampaio,RJ,2018
6326,21,Santos,Bahia,2x0,Santos,Estádio Urbano Caldeira,BA,2018
6327,21,Corinthians,Parana,1x0,Corinthians,Neo Química Arena,PR,2018
6328,21,Athletico-PR,Gremio,2x1,Athletico-PR,Estádio Joaquim Américo Guimarães,RS,2018
6329,21,Cruzeiro,Fluminense,2x1,Cruzeiro, Mineirão,RJ,2018
6330,21,Botafogo-RJ,Sport,2x0,Botafogo-RJ,Estádio Nilton Santos,PE,2018
6331,21,Sao Paulo,Ceara,1x0,Sao Paulo, Morumbi,CE,2018
6332,21,America-MG,Flamengo,2x2,Empate,Estádio Raimundo Sampaio,RJ,2018
6333,21,Internacional,Palmeiras,0x0,Empate,Estádio José Pinheiro Borda,SP,2018
6334,21,Vitoria,Atletico-MG,1x0,Vitoria, Barradão,MG,2018
6335,21,Vasco,Chapecoense,3x1,Vasco,Estádio Vasco da Gama,SC,2018
6274,15,Ceara,Bahia,0x2,Bahia,Estádio Presidente Vargas,BA,2018
6275,15,Athletico-PR,Vasco,1x0,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2018
6336,22,Vitoria,America-MG,1x0,Vitoria, Barradão,MG,2018
6337,22,Gremio,Botafogo-RJ,4x0,Gremio,Arena do Grêmio,RJ,2018
6338,22,Vasco,Santos,0x3,Santos, Maracanã,SP,2018
6339,22,Corinthians,Atletico-MG,1x1,Empate,Neo Química Arena,MG,2018
6340,22,Flamengo,Ceara,0x1,Ceara, Maracanã,CE,2018
6341,22,Athletico-PR,Bahia,2x0,Athletico-PR,Estádio Joaquim Américo Guimarães,BA,2018
6342,22,Sport,Parana,1x0,Sport,Adelmar da Costa Carvalho,PR,2018
6343,22,Sao Paulo,Fluminense,1x1,Empate, Morumbi,RJ,2018
6344,22,Cruzeiro,Internacional,0x0,Empate, Mineirão,RS,2018
6345,22,Chapecoense,Palmeiras,1x2,Palmeiras,Arena Condá,SP,2018
6346,23,Bahia,Sport,2x0,Bahia,Itaipava Arena Fonte Nova,PE,2018
6347,23,Botafogo-RJ,Cruzeiro,1x1,Empate,Estádio Nilton Santos,MG,2018
6348,23,Ceara,Corinthians,2x1,Ceara,Arena Castelão,SP,2018
6349,23,Palmeiras,Athletico-PR,2x0,Palmeiras,Allianz Parque,PR,2018
6350,23,Parana,Chapecoense,1x1,Empate,Vila Capanema,SC,2018
6351,23,Atletico-MG,Sao Paulo,1x0,Atletico-MG,Estádio Raimundo Sampaio,SP,2018
6352,23,Internacional,Flamengo,2x1,Internacional,Estádio José Pinheiro Borda,RJ,2018
6353,23,Santos,Gremio,0x0,Empate,Estádio Municipal Paulo Machado de Carvalho,RS,2018
6354,23,Fluminense,Vitoria,0x0,Empate, Maracanã,BA,2018
6355,23,America-MG,Vasco,2x1,America-MG,Estádio Raimundo Sampaio,RJ,2018
6356,24,Sport,Cruzeiro,0x0,Empate,Adelmar da Costa Carvalho,MG,2018
6357,24,Sao Paulo,Bahia,1x0,Sao Paulo, Morumbi,BA,2018
6358,24,Flamengo,Chapecoense,2x0,Flamengo, Maracanã,SC,2018
6359,24,America-MG,Ceara,0x0,Empate,Estádio Raimundo Sampaio,CE,2018
6360,24,Palmeiras,Corinthians,1x0,Palmeiras,Allianz Parque,SP,2018
6361,24,Fluminense,Botafogo-RJ,1x0,Fluminense, Maracanã,RJ,2018
6362,24,Internacional,Gremio,1x0,Internacional,Estádio José Pinheiro Borda,RS,2018
6363,24,Parana,Santos,0x2,Santos,Vila Capanema,SP,2018
6364,24,Vitoria,Vasco,1x0,Vitoria, Barradão,RJ,2018
6365,24,Atletico-MG,Athletico-PR,3x1,Atletico-MG,Estádio Raimundo Sampaio,PR,2018
6305,20,Chapecoense,Athletico-PR,2x1,Chapecoense,Arena Condá,PR,2018
6366,25,Ceara,Vitoria,2x0,Ceara,Arena Castelão,BA,2018
6367,25,Gremio,Parana,2x0,Gremio,Arena do Grêmio,PR,2018
6368,25,Vasco,Flamengo,1x1,Empate,Estádio Nacional de Brasília,RJ,2018
6369,25,Botafogo-RJ,America-MG,1x0,Botafogo-RJ,Estádio Nilton Santos,MG,2018
6370,25,Cruzeiro,Atletico-MG,0x0,Empate, Mineirão,MG,2018
6371,25,Bahia,Palmeiras,1x1,Empate,Itaipava Arena Fonte Nova,SP,2018
6372,25,Athletico-PR,Fluminense,3x1,Athletico-PR,Estádio Joaquim Américo Guimarães,RJ,2018
6373,25,Santos,Sao Paulo,0x0,Empate,Estádio Urbano Caldeira,SP,2018
6374,25,Corinthians,Sport,2x1,Corinthians,Neo Química Arena,PE,2018
6375,25,Chapecoense,Internacional,2x1,Chapecoense,Arena Condá,RS,2018
